Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceOverMean
711,30,RL,56,4130,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,CBlock,TA,TA,No,Unf,0,270,GasA,Gd,Y,SBrkr,729,0,2,1,TA,5,Maj2,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,7,2008,WD,Normal,52000,FALSE
712,50,C (all),66,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,Stone,TA,TA,Mn,Unf,0,859,GasA,Gd,Y,SBrkr,859,319,2,1,TA,7,Typ,0,NA,Detchd,1964,1,384,TA,N,68,0,NA,NA,1,2010,WD,Abnorml,102776,FALSE
713,120,RL,40,4671,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,PConc,Gd,TA,Mn,GLQ,767,1228,GasA,Gd,Y,SBrkr,1228,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988,2,472,TA,Y,168,0,NA,NA,10,2008,WD,Normal,189000,TRUE
714,190,RL,60,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,CBlock,TA,TA,Av,ALQ,789,960,GasW,TA,N,SBrkr,960,0,3,1,TA,6,Typ,0,NA,Detchd,1970,2,576,TA,Y,0,0,NA,NA,5,2006,WD,Normal,129000,FALSE
715,60,RL,NA,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,CBlock,TA,TA,No,GLQ,533,725,GasA,Ex,Y,SBrkr,725,754,3,1,Gd,6,Typ,0,NA,Attchd,1976,2,475,TA,Y,0,0,NA,NA,3,2010,WD,Normal,130500,FALSE
716,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,CBlock,Gd,TA,No,Unf,0,1064,GasA,TA,Y,SBrkr,1350,0,3,1,TA,7,Typ,1,TA,Attchd,1974,2,478,TA,Y,0,0,NA,MnPrv,8,2009,WD,Normal,165000,FALSE
717,70,RM,60,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,BrkTil,TA,TA,No,Unf,0,718,GasA,Ex,Y,SBrkr,1576,978,3,1,TA,8,Typ,0,NA,Detchd,1996,2,704,TA,P,0,0,NA,NA,7,2007,WD,Normal,159500,FALSE
718,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,BLQ,1084,1176,GasA,Gd,Y,SBrkr,1178,0,3,1,Gd,5,Typ,1,Fa,Attchd,1973,2,439,TA,Y,224,0,NA,MnPrv,11,2008,WD,Normal,157000,FALSE
719,60,RL,96,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,PConc,Gd,TA,Gd,GLQ,1173,1311,GasA,Ex,Y,SBrkr,1325,1093,3,1,Gd,9,Typ,1,TA,Attchd,1993,3,983,TA,Y,250,0,NA,NA,8,2008,WD,Normal,341000,TRUE
720,20,RL,69,9920,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,CBlock,Gd,TA,Gd,ALQ,523,971,GasA,TA,Y,SBrkr,971,0,3,1,TA,5,Typ,1,Po,Attchd,1969,1,300,TA,Y,0,0,NA,NA,5,2006,WD,Normal,128500,FALSE
721,120,RL,NA,6563,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,PConc,Gd,TA,Gd,GLQ,1148,1742,GasA,TA,Y,SBrkr,1742,0,2,1,Gd,5,Typ,1,TA,Attchd,1985,2,564,TA,Y,114,0,NA,NA,12,2006,WD,Normal,275000,TRUE
722,120,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,662,848,GasA,Ex,Y,SBrkr,848,0,1,1,Gd,3,Typ,0,NA,Attchd,2004,2,420,TA,Y,160,0,NA,NA,5,2010,WD,Normal,143000,FALSE
723,20,RL,70,8120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,CBlock,TA,TA,No,ALQ,191,864,GasA,Ex,Y,SBrkr,864,0,3,1,TA,5,Typ,0,NA,Detchd,1994,2,463,TA,Y,0,0,NA,NA,7,2009,WD,Normal,124500,FALSE
724,50,RL,60,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,PConc,TA,TA,No,Unf,0,941,GasA,Ex,Y,SBrkr,997,473,4,1,TA,7,Typ,0,NA,Detchd,1958,1,548,TA,Y,0,0,NA,NA,5,2008,WD,Normal,135000,FALSE
725,20,RL,86,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,PConc,Ex,TA,No,GLQ,1234,1698,GasA,Ex,Y,SBrkr,1698,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,3,768,TA,Y,327,0,NA,NA,2,2009,WD,Normal,320000,TRUE
726,20,RL,60,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,375,864,GasA,TA,Y,SBrkr,864,0,3,1,Gd,5,Typ,0,NA,Detchd,1989,2,660,TA,Y,96,0,NA,NA,11,2009,WD,Normal,120500,FALSE
727,20,RL,NA,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,CBlock,Gd,TA,No,GLQ,808,880,GasA,Ex,Y,SBrkr,1680,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988,2,540,TA,Y,292,0,NA,NA,12,2009,WD,Normal,222000,TRUE
728,20,RL,64,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,724,1232,GasA,Ex,Y,SBrkr,1232,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,2,632,TA,Y,132,0,NA,NA,2,2009,WD,Normal,194500,TRUE
729,90,RL,85,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,CBlock,TA,TA,No,Unf,0,1584,GasA,TA,Y,SBrkr,1776,0,4,2,TA,9,Typ,0,NA,Detchd,1968,3,888,TA,Y,0,0,NA,NA,7,2009,COD,Abnorml,110000,FALSE
730,30,RM,52,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,BLQ,152,780,GasA,TA,Y,FuseA,848,0,2,1,TA,5,Typ,0,NA,Detchd,1962,2,539,TA,Y,0,0,NA,NA,1,2009,WD,Normal,103000,FALSE
731,120,RL,39,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,PConc,Gd,TA,No,GLQ,1180,1595,GasA,Ex,Y,SBrkr,1616,0,2,1,Gd,5,Typ,1,TA,Attchd,1995,2,608,TA,Y,237,0,NA,NA,3,2010,WD,Normal,236500,TRUE
732,80,RL,73,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,GLQ,786,868,GasA,Ex,Y,SBrkr,1146,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003,2,438,TA,Y,160,0,NA,NA,5,2007,WD,Normal,187500,TRUE
733,60,RL,75,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,ALQ,252,1153,GasA,Ex,Y,SBrkr,1153,878,3,1,Gd,8,Typ,1,TA,Attchd,1998,2,541,TA,Y,192,0,NA,NA,7,2008,WD,Normal,222500,TRUE
734,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,CBlock,TA,TA,No,BLQ,594,864,GasA,Ex,Y,SBrkr,1144,0,3,1,TA,6,Typ,1,TA,Attchd,1961,1,264,TA,Y,165,0,NA,GdWo,3,2009,WD,Normal,131400,FALSE
735,20,RL,NA,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,PConc,TA,TA,No,Unf,0,948,GasA,TA,Y,SBrkr,948,0,3,1,TA,6,Typ,0,NA,Attchd,1968,1,300,TA,Y,147,0,NA,NA,5,2007,WD,Family,108000,FALSE
736,75,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,BrkTil,Gd,TA,Mn,Rec,390,880,GasW,Fa,N,SBrkr,880,888,2,1,TA,6,Typ,2,TA,Detchd,1914,2,320,TA,N,0,0,NA,NA,10,2006,WD,Normal,163000,FALSE
737,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,CBlock,NA,NA,NA,NA,0,0,GasA,Gd,N,FuseF,1040,0,2,2,TA,6,Typ,0,NA,Detchd,1949,2,400,TA,Y,0,0,NA,NA,7,2006,WD,Normal,93500,FALSE
738,60,RL,72,10463,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,893,GasA,Ex,Y,SBrkr,901,900,3,1,Gd,8,Typ,1,Gd,Attchd,2005,3,800,TA,Y,0,0,NA,NA,6,2006,WD,Normal,239900,TRUE
739,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,CBlock,Gd,Gd,Gd,GLQ,1200,1200,GasA,TA,Y,SBrkr,1200,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,Y,120,0,NA,NA,3,2009,WD,Alloca,179000,FALSE
740,60,RL,65,9313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,864,GasA,Ex,Y,SBrkr,864,864,3,1,Gd,7,Typ,0,NA,Attchd,2004,2,572,TA,Y,187,0,NA,NA,4,2009,WD,Normal,190000,TRUE
741,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,BrkTil,Fa,Fa,No,Unf,0,264,GasA,Ex,Y,SBrkr,768,664,2,1,TA,7,Typ,0,NA,Detchd,1910,2,360,TA,Y,270,0,NA,GdPrv,5,2007,WD,Abnorml,132000,FALSE
742,20,RL,65,6768,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,CBlock,TA,TA,Mn,GLQ,832,912,GasA,Gd,Y,SBrkr,912,0,3,1,Gd,5,Typ,0,NA,Detchd,1962,1,288,TA,Y,168,0,NA,GdPrv,5,2008,WD,Normal,142000,FALSE
743,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1349,GasA,Ex,Y,SBrkr,1349,0,3,1,TA,6,Typ,0,NA,Attchd,2000,2,539,TA,Y,120,0,NA,GdPrv,12,2007,WD,Normal,179000,FALSE
744,80,RL,70,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,CBlock,Gd,TA,Av,ALQ,444,520,GasA,Ex,Y,SBrkr,1464,0,3,1,TA,6,Min2,1,TA,Attchd,1997,2,480,TA,Y,302,0,NA,NA,10,2009,WD,Normal,175000,FALSE
745,120,RL,41,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,PConc,Gd,TA,No,GLQ,733,1337,GasA,Gd,Y,SBrkr,1337,0,2,1,Gd,5,Typ,1,TA,Attchd,1993,2,462,TA,Y,96,0,NA,NA,10,2008,WD,Normal,180000,FALSE
746,60,RL,NA,8963,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,CBlock,TA,Gd,No,GLQ,575,1142,GasA,Ex,Y,SBrkr,1175,1540,4,1,Gd,11,Typ,2,TA,BuiltIn,1994,2,831,TA,Y,0,0,NA,NA,7,2008,WD,Normal,299800,TRUE
747,60,RL,NA,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,300,952,GasA,Ex,Y,SBrkr,980,1276,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,2,554,TA,Y,224,0,NA,NA,4,2009,WD,Normal,236000,TRUE
748,70,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stone,TA,Fa,No,Unf,0,1240,GasW,TA,N,SBrkr,1320,1320,4,1,Gd,8,Typ,1,Gd,Detchd,1950,4,864,TA,N,181,0,NA,NA,5,2009,WD,Normal,265979,TRUE
749,20,RL,59,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,919,1720,GasA,Ex,Y,SBrkr,1720,0,3,1,Gd,7,Typ,1,TA,Attchd,1996,2,527,TA,Y,240,0,NA,NA,3,2010,WD,Normal,260400,TRUE
750,50,RL,50,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Slab,NA,NA,NA,NA,0,0,Wall,TA,N,FuseF,1088,441,4,1,TA,9,Mod,0,NA,Detchd,1945,1,240,TA,N,92,0,NA,NA,4,2009,WD,Normal,98000,FALSE
751,50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,BrkTil,TA,Fa,No,Unf,0,576,GasA,Gd,Y,SBrkr,792,348,3,1,TA,7,Min2,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,6,2010,WD,Normal,96500,FALSE
752,60,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,660,GasA,Ex,Y,SBrkr,660,660,3,1,Gd,6,Typ,0,NA,Attchd,2003,2,400,TA,Y,0,0,NA,NA,8,2007,WD,Normal,162000,FALSE
753,20,RL,79,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,GLQ,1200,1479,GasA,Ex,Y,SBrkr,1494,0,3,1,Gd,6,Typ,0,NA,Attchd,1997,2,576,TA,Y,168,0,NA,NA,7,2006,WD,Normal,217000,TRUE
754,60,RL,80,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,Unf,0,1030,GasA,Gd,Y,SBrkr,1038,1060,3,1,Ex,8,Typ,1,Gd,Attchd,2005,3,878,TA,Y,192,0,NA,NA,3,2006,WD,Normal,275500,TRUE
755,20,RL,61,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,CBlock,TA,TA,No,GLQ,439,1026,GasA,Gd,Y,SBrkr,1026,0,3,1,Gd,5,Typ,0,NA,Detchd,1969,2,440,TA,Y,171,0,NA,NA,7,2009,WD,Normal,156000,FALSE
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,PConc,Gd,TA,No,GLQ,381,729,GasA,Gd,Y,SBrkr,742,729,3,1,TA,6,Typ,0,NA,Detchd,1999,2,440,TA,Y,0,0,NA,NA,3,2009,WD,Normal,172500,FALSE
757,60,RL,68,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,20,866,GasA,Ex,Y,SBrkr,866,902,3,1,Gd,7,Typ,0,NA,Attchd,2007,2,578,TA,Y,144,0,NA,NA,4,2009,WD,Normal,212000,TRUE
758,60,RL,NA,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,CBlock,TA,TA,Mn,Rec,438,672,GasA,TA,Y,SBrkr,672,714,3,1,TA,6,Typ,1,TA,Attchd,1978,2,440,TA,Y,335,0,NA,GdPrv,4,2010,WD,Abnorml,158900,FALSE
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,PConc,Gd,TA,No,ALQ,549,744,GasA,Gd,Y,SBrkr,757,744,3,1,TA,6,Typ,0,NA,Detchd,1999,2,440,TA,Y,0,0,NA,NA,8,2008,WD,Normal,179400,FALSE
760,60,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,LwQ,56,1318,GasA,Ex,Y,SBrkr,1328,1203,4,1,Gd,9,Typ,1,TA,Attchd,1995,3,752,TA,Y,222,0,NA,NA,11,2007,WD,Normal,290000,TRUE
761,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,CBlock,TA,TA,No,Rec,612,864,GasA,Ex,Y,SBrkr,864,0,2,1,TA,5,Typ,0,NA,Detchd,2008,1,300,Ex,Y,0,0,NA,NA,10,2009,WD,Normal,127500,FALSE
762,30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,PConc,TA,TA,Mn,LwQ,405,1145,GasA,TA,Y,SBrkr,1301,0,2,1,Fa,5,Min1,0,NA,Detchd,1965,2,440,TA,Y,0,0,NA,NA,10,2009,WD,Normal,100000,FALSE
763,60,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,GLQ,24,756,GasA,Ex,Y,SBrkr,764,783,3,1,Gd,7,Typ,0,NA,Attchd,2009,2,614,TA,Y,169,0,NA,NA,6,2010,Con,Normal,215200,TRUE
764,60,RL,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,GLQ,1163,1252,GasA,Ex,Y,SBrkr,1268,1097,3,1,Gd,8,Typ,1,Gd,Attchd,1999,3,856,TA,Y,0,0,NA,NA,7,2009,WD,Normal,337000,TRUE
765,120,RL,30,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,PConc,Gd,Gd,Av,LwQ,437,1494,GasA,Ex,Y,SBrkr,1494,0,2,1,Ex,6,Typ,1,Gd,Attchd,1995,2,481,TA,Y,0,0,NA,NA,4,2006,WD,Normal,270000,TRUE
766,20,RL,75,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1498,GasA,Ex,Y,SBrkr,1506,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,2,592,TA,Y,0,0,NA,NA,8,2008,New,Partial,264132,TRUE
767,60,RL,80,10421,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,GLQ,394,980,GasA,TA,Y,SBrkr,980,734,3,1,TA,7,Typ,1,TA,Attchd,1988,2,496,TA,Y,228,0,NA,MnPrv,3,2010,WD,Normal,196500,TRUE
768,50,RL,75,12508,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,CBlock,Gd,TA,Mn,ALQ,660,983,GasA,Ex,Y,SBrkr,983,767,4,1,TA,7,Mod,0,NA,Attchd,1989,1,423,TA,Y,245,0,NA,NA,7,2008,WD,Normal,160000,FALSE
769,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,24,1860,GasA,Ex,Y,SBrkr,1836,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,2,484,TA,Y,120,0,NA,NA,10,2006,WD,Normal,216837,TRUE
770,60,RL,47,53504,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,PConc,Gd,TA,Gd,ALQ,1416,1650,GasA,Ex,Y,SBrkr,1690,1589,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,3,841,TA,Y,503,0,NA,NA,6,2010,WD,Normal,538000,TRUE
771,85,RL,NA,7252,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,CBlock,Gd,TA,Av,GLQ,685,858,GasA,TA,Y,SBrkr,858,0,2,1,TA,5,Typ,0,NA,Detchd,1983,2,576,TA,Y,120,0,NA,NA,4,2009,WD,Normal,134900,FALSE
772,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,CBlock,Fa,Fa,No,LwQ,836,836,GasA,TA,Y,FuseF,1220,0,2,1,TA,6,Typ,0,NA,Detchd,1951,2,396,TA,Y,0,0,NA,NA,4,2006,COD,Normal,102000,FALSE
773,80,RL,94,7819,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,CBlock,TA,TA,Av,ALQ,422,1029,GasA,TA,Y,SBrkr,1117,0,3,1,TA,6,Typ,1,TA,Detchd,1976,2,672,TA,Y,144,0,NA,MnPrv,3,2010,WD,Abnorml,107000,FALSE
774,20,RL,70,10150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Feedr,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,Rec,456,912,GasA,Ex,Y,FuseA,912,0,2,1,TA,5,Typ,0,NA,Attchd,1958,1,275,TA,Y,0,0,NA,NA,7,2007,COD,Normal,114500,FALSE
775,20,RL,110,14226,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,1935,GasA,Gd,Y,SBrkr,1973,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006,3,895,TA,Y,315,0,NA,NA,7,2007,New,Partial,395000,TRUE
776,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,PConc,Ex,TA,No,GLQ,866,1204,GasA,Ex,Y,SBrkr,1204,0,2,1,TA,5,Typ,0,NA,Attchd,1998,2,412,TA,Y,0,0,NA,NA,6,2009,WD,Normal,162000,FALSE
777,20,RL,86,11210,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,20,1614,GasA,Ex,Y,SBrkr,1614,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,3,865,TA,Y,144,0,NA,NA,7,2006,New,Partial,221500,TRUE
778,20,RL,100,13350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,762,864,GasA,TA,Y,SBrkr,894,0,3,1,TA,5,Typ,1,Fa,Attchd,1974,2,440,TA,Y,241,0,NA,MnPrv,6,2006,WD,Normal,142500,FALSE
